"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"ggdist: Visualizations of Distributions and Uncertainty in the Grammar of Graphics","M. Kay","Northwestern University, USA","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","414","424","The grammar of graphics is ubiquitous, providing the foundation for a variety of popular visualization tools and toolkits. Yet support for uncertainty visualization in the grammar graphics—beyond simple variations of error bars, uncertainty bands, and density plots—remains rudimentary. Research in uncertainty visualization has developed a rich variety of improved uncertainty visualizations, most of which are difficult to create in existing grammar of graphics implementations. ggdist, an extension to the popular ggplot2 grammar of graphics toolkit, is an attempt to rectify this situation. ggdist unifies a variety of uncertainty visualization types through the lens of distributional visualization, allowing functions of distributions to be mapped to directly to visual channels (aesthetics), making it straightforward to express a variety of (sometimes weird!) uncertainty visualization types. This distributional lens also offers a way to unify Bayesian and frequentist uncertainty visualization by formalizing the latter with the help of confidence distributions. In this paper, I offer a description of this uncertainty visualization paradigm and lessons learned from its development and adoption: ggdist has existed in some form for about six years (originally as part of the tidybayes R package for post-processing Bayesian models), and it has evolved substantially over that time, with several rewrites and API re-organizations as it changed in response to user feedback and expanded to cover increasing varieties of uncertainty visualization types. Ultimately, given the huge expressive power of the grammar of graphics and the popularity of tools built on it, I hope a catalog of my experience with ggdist will provide a catalyst for further improvements to formalizations and implementations of uncertainty visualization in grammar of graphics ecosystems. A free copy of this paper is available at https://osf.io/2gsz6. All supplemental materials are available at https://github.com/mjskay/ggdist-paper and are archived on Zenodo at doi:10.5281/zenodo.7770984.","1941-0506","","10.1109/TVCG.2023.3327195","NSF(grant numbers:2126598); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10297592","Uncertainty visualization;probability distributions;confidence distributions;grammar of graphics","Uncertainty;Grammar;Visualization;Standards;Bayes methods;Geometry;Data visualization","","5","","55","IEEE","26 Oct 2023","","","IEEE","IEEE Journals"
"Metrics-Based Evaluation and Comparison of Visualization Notations","N. Kruchten; A. M. McNutt; M. J. McGuffin","École de technologie supérieure, Canada; University of Chicago, USA; École de technologie supérieure, Canada","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","425","435","A visualization notation is a recurring pattern of symbols used to author specifications of visualizations, from data transformation to visual mapping. Programmatic notations use symbols defined by grammars or domain-specific languages (e.g. ggplot2, dplyr, Vega-Lite) or libraries (e.g. Matplotlib, Pandas). Designers and prospective users of grammars and libraries often evaluate visualization notations by inspecting galleries of examples. While such collections demonstrate usage and expressiveness, their construction and evaluation are usually ad hoc, making comparisons of different notations difficult. More rarely, experts analyze notations via usability heuristics, such as the Cognitive Dimensions of Notations framework. These analyses, akin to structured close readings of text, can reveal design deficiencies, but place a burden on the expert to simultaneously consider many facets of often complex systems. To alleviate these issues, we introduce a metrics-based approach to usability evaluation and comparison of notations in which metrics are computed for a gallery of examples across a suite of notations. While applicable to any visualization domain, we explore the utility of our approach via a case study considering statistical graphics that explores 40 visualizations across 9 widely used notations. We facilitate the computation of appropriate metrics and analysis via a new tool called NotaScope. We gathered feedback via interviews with authors or maintainers of prominent charting libraries ($n=6$). We find that this approach is a promising way to formalize, externalize, and extend evaluations and comparisons of visualization notations.","1941-0506","","10.1109/TVCG.2023.3326907","NSERC; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10294197","Notation;Usability;Evaluation;Language design;API design;Domain-specific languages","Measurement;Usability;Data visualization;Visualization;Libraries;Task analysis;Grammar","","","","95","IEEE","24 Oct 2023","","","IEEE","IEEE Journals"
"Mosaic: An Architecture for Scalable & Interoperable Data Views","J. Heer; D. Moritz","University of Washington, USA; Carnegie Mellon University, USA","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","436","446","Mosaic is an architecture for greater scalability, extensibility, and interoperability of interactive data views. Mosaic decouples data processing from specification logic: clients publish their data needs as declarative queries that are then managed and automatically optimized by a coordinator that proxies access to a scalable data store. Mosaic generalizes Vegalite's selection abstraction to enable rich integration and linking across visualizations and components such as menus, text search, and tables. We demonstrate Mosaic's expressiveness, extensibility, and interoperability through examples that compose diverse visualization, interaction, and optimization techniques—many constructed using vgplot, a grammar of interactive graphics in which graphical marks act as Mosaic clients. To evaluate scalability, we present benchmark studies with order-of-magnitude performance improvements over existing web-based visualization systems—enabling flexible, real-time visual exploration of billion+ record datasets. We conclude by discussing Mosaic's potential as an open platform that bridges visualization languages, scalable visualization, and interactive data systems more broadly.","1941-0506","","10.1109/TVCG.2023.3327189","Moore Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10297587","Visualization;Interaction;Scalability;Grammar of Graphics;Software Architecture;Databases","Data visualization;Computer architecture;Soft sensors;Scalability;Databases;Optimization;Grammar","","","","49","IEEE","26 Oct 2023","","","IEEE","IEEE Journals"
"Mystique: Deconstructing SVG Charts for Layout Reuse","C. Chen; B. Lee; Y. Wang; Y. Chang; Z. Liu","University of Maryland, College Park, Maryland, United States; Microsoft Research, Redmond, Washington, United States; Shandong University, Qingdao, China; University of Maryland, College Park, Maryland, United States; University of Maryland, College Park, Maryland, United States","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","447","457","To facilitate the reuse of existing charts, previous research has examined how to obtain a semantic understanding of a chart by deconstructing its visual representation into reusable components, such as encodings. However, existing deconstruction approaches primarily focus on chart styles, handling only basic layouts. In this paper, we investigate how to deconstruct chart layouts, focusing on rectangle-based ones, as they cover not only 17 chart types but also advanced layouts (e.g., small multiples, nested layouts). We develop an interactive tool, called Mystique, adopting a mixed-initiative approach to extract the axes and legend, and deconstruct a chart's layout into four semantic components: mark groups, spatial relationships, data encodings, and graphical constraints. Mystique employs a wizard interface that guides chart authors through a series of steps to specify how the deconstructed components map to their own data. On 150 rectangle-based SVG charts, Mystique achieves above 85% accuracy for axis and legend extraction and 96% accuracy for layout deconstruction. In a chart reproduction study, participants could easily reuse existing charts on new datasets. We discuss the current limitations of Mystique and future research directions.","1941-0506","","10.1109/TVCG.2023.3327354","NSF(grant numbers:IIS-2239130); NSFC(grant numbers:62132017,62141217); Shandong Provincial Natural Science Foundation(grant numbers:ZQ2022JQ32); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10297572","Chart layout;Reuse;Reverse-engineering;Deconstruction","Layout;Data visualization;Bars;Visualization;Data mining;Encoding;Semantics","","","","48","IEEE","26 Oct 2023","","","IEEE","IEEE Journals"
"VIRD: Immersive Match Video Analysis for High-Performance Badminton Coaching","T. Lin; A. Aouididi; Z. Chen; J. Beyer; H. Pfister; J. -H. Wang","Harvard John A. Paulson School of Engineering and Applied Sciences, USA; Harvard John A. Paulson School of Engineering and Applied Sciences, USA; Harvard John A. Paulson School of Engineering and Applied Sciences, USA; Harvard John A. Paulson School of Engineering and Applied Sciences, USA; Harvard John A. Paulson School of Engineering and Applied Sciences, USA; Adobe Research, USA","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","458","468","Badminton is a fast-paced sport that requires a strategic combination of spatial, temporal, and technical tactics. To gain a competitive edge at high-level competitions, badminton professionals frequently analyze match videos to gain insights and develop game strategies. However, the current process for analyzing matches is time-consuming and relies heavily on manual note-taking, due to the lack of automatic data collection and appropriate visualization tools. As a result, there is a gap in effectively analyzing matches and communicating insights among badminton coaches and players. This work proposes an end-to-end immersive match analysis pipeline designed in close collaboration with badminton professionals, including Olympic and national coaches and players. We present VIRD, a VR Bird (i.e., shuttle) immersive analysis tool, that supports interactive badminton game analysis in an immersive environment based on 3D reconstructed game views of the match video. We propose a top-down analytic workflow that allows users to seamlessly move from a high-level match overview to a detailed game view of individual rallies and shots, using situated 3D visualizations and video. We collect 3D spatial and dynamic shot data and player poses with computer vision models and visualize them in VR. Through immersive visualizations, coaches can interactively analyze situated spatial data (player positions, poses, and shot trajectories) with flexible viewpoints while navigating between shots and rallies effectively with embodied interaction. We evaluated the usefulness of VIRD with Olympic and national-level coaches and players in real matches. Results show that immersive analytics supports effective badminton match analysis with reduced context-switching costs and enhances spatial understanding with a high sense of presence.","1941-0506","","10.1109/TVCG.2023.3327161","Adobe Research; NSF(grant numbers:III-2107328,IIS-1901030); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10296031","Sports Analytics;Immersive Analytics;Data Visualization","Sports;Games;Data visualization;Three-dimensional displays;Trajectory;Training;Spatial databases","Mentoring;Computer Graphics;Racquet Sports","","","64","IEEE","25 Oct 2023","","","IEEE","IEEE Journals"
"2D, 2.5D, or 3D? An Exploratory Study on Multilayer Network Visualisations in Virtual Reality","S. P. Feyer; B. Pinaud; S. Kobourov; N. Brich; M. Krone; A. Kerren; M. Behrisch; F. Schreiber; K. Klein","Life Science Informatics, University of Konstanz, Germany; Univ. Bordeaux, CNRS, Bordeaux INP, LaBRI, UMR 5800, France; University of Arizona, USA; University of Tübingen, Germany; University of Tübingen, Germany; Linköping University, Sweden; Utrecht University, NL; University of Konstanz, Germany; Life Science Informatics, University of Konstanz, Germany","IEEE Transactions on Visualization and Computer Graphics","27 Dec 2023","2024","30","1","469","479","Relational information between different types of entities is often modelled by a multilayer network (MLN) – a network with subnetworks represented by layers. The layers of an MLN can be arranged in different ways in a visual representation, however, the impact of the arrangement on the readability of the network is an open question. Therefore, we studied this impact for several commonly occurring tasks related to MLN analysis. Additionally, layer arrangements with a dimensionality beyond 2D, which are common in this scenario, motivate the use of stereoscopic displays. We ran a human subject study utilising a Virtual Reality headset to evaluate 2D, 2.5D, and 3D layer arrangements. The study employs six analysis tasks that cover the spectrum of an MLN task taxonomy, from path finding and pattern identification to comparisons between and across layers. We found no clear overall winner. However, we explore the task-to-arrangement space and derive empirical-based recommendations on the effective use of 2D, 2.5D, and 3D layer arrangements for MLNs.","1941-0506","","10.1109/TVCG.2023.3327402","DFG(grant numbers:422037984,251654672); National Science Foundation(grant numbers:NSF-CCF-2212130); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10298000","Network;Guidelines;VisDesign;HumanQuant;CompSystems","Task analysis;Visualization;Three-dimensional displays;Data visualization;Taxonomy;Nonhomogeneous media;Surveys","","","","67","IEEE","26 Oct 2023","","","IEEE","IEEE Journals"
"MeTACAST: Target- and Context-Aware Spatial Selection in VR","L. Zhao; T. Isenberg; F. Xie; H. -N. Liang; L. Yu","Xi'an Jiaotong-Liverpool University, China; Université Paris-Saclay, CNRS, Inria, LISN, France; Xi'an Jiaotong-Liverpool University, China; Xi'an Jiaotong-Liverpool University, China; Xi'an Jiaotong-Liverpool University, China","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","480","494","We propose three novel spatial data selection techniques for particle data in VR visualization environments. They are designed to be target- and context-aware and be suitable for a wide range of data features and complex scenarios. Each technique is designed to be adjusted to particular selection intents: the selection of consecutive dense regions, the selection of filament-like structures, and the selection of clusters—with all of them facilitating post-selection threshold adjustment. These techniques allow users to precisely select those regions of space for further exploration—with simple and approximate 3D pointing, brushing, or drawing input—using flexible point- or path-based input and without being limited by 3D occlusions, non-homogeneous feature density, or complex data shapes. These new techniques are evaluated in a controlled experiment and compared with the Baseline method, a region-based 3D painting selection. Our results indicate that our techniques are effective in handling a wide range of scenarios and allow users to select data based on their comprehension of crucial features. Furthermore, we analyze the attributes, requirements, and strategies of our spatial selection methods and compare them with existing state-of-the-art selection methods to handle diverse data features and situations. Based on this analysis we provide guidelines for choosing the most suitable 3D spatial selection techniques based on the interaction environment, the given data characteristics, or the need for interactive post-selection threshold adjustment.","1941-0506","","10.1109/TVCG.2023.3326517","NSFC(grant numbers:62272396); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10292508","Spatial selection;immersive analytics;virtual reality (VR);target-aware and context-aware interaction for visualization","Three-dimensional displays;Shape;Density measurement;Volume measurement;Data visualization;Particle measurements;Spatial databases","","","","65","IEEE","23 Oct 2023","","","IEEE","IEEE Journals"
"Unraveling the Design Space of Immersive Analytics: A Systematic Review","D. Saffo; S. Di Bartolomeo; T. Crnovrsanin; L. South; J. Raynor; C. Yildirim; C. Dunne","Northeastern University, USA; Northeastern University, USA; Northeastern University, USA; Northeastern University, USA; Northeastern University, USA; Northeastern University, USA; Northeastern University, USA","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","495","506","Immersive analytics has emerged as a promising research area, leveraging advances in immersive display technologies and techniques, such as virtual and augmented reality, to facilitate data exploration and decision-making. This paper presents a systematic literature review of 73 studies published between 2013-2022 on immersive analytics systems and visualizations, aiming to identify and categorize the primary dimensions influencing their design. We identified five key dimensions:  Academic Theory and Contribution,  Immersive Technology,  Data,  Spatial Presentation, and  Visual Presentation. Academic Theory and Contribution assess the motivations behind the works and their theoretical frameworks. Immersive Technology examines the display and input modalities, while Data dimension focuses on dataset types and generation. Spatial Presentation discusses the environment, space, embodiment, and collaboration aspects in IA, and Visual Presentation explores the visual elements, facet and position, and manipulation of views. By examining each dimension individually and cross-referencing them, this review uncovers trends and relationships that help inform the design of immersive systems visualizations. This analysis provides valuable insights for researchers and practitioners, offering guidance in designing future immersive analytics systems and shaping the trajectory of this rapidly evolving field. A free copy of this paper and all supplemental materials are available at osf.io/5ewaj.","1941-0506","","10.1109/TVCG.2023.3327368","Northeastern University; Global Technology Applied Research Center of J.P. Morgan Chase & Co.; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10296039","Immersive Analytics;Systematic Review;Survey;Augmented Reality;Virtual Reality;Design Space","Data visualization;Three-dimensional displays;Surveys;Systematics;Taxonomy;Market research;Collaboration","","1","","94","IEEE","25 Oct 2023","","","IEEE","IEEE Journals"
"Wizualization: A “Hard Magic” Visualization System for Immersive and Ubiquitous Analytics","A. Batch; P. W. S. Butcher; P. D. Ritsos; N. Elmqvist","U.S. Bureau of Economic Analysis, Washington, D.C., United States; Bangor University, Bangor, United Kingdom; Bangor University, Bangor, United Kingdom; Aarhus University, Aarhus, Denmark","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","507","517","What if magic could be used as an effective metaphor to perform data visualization and analysis using speech and gestures while mobile and on-the-go? In this paper, we introduce Wizualization, a visual analytics system for eXtended Reality (XR) that enables an analyst to author and interact with visualizations using such a magic system through gestures, speech commands, and touch interaction. Wizualization is a rendering system for current XR headsets that comprises several components: a cross-device (or Arcane Focuses) infrastructure for signalling and view control (Weave), a code notebook (Spellbook), and a grammar of graphics for XR (Optomancy). The system offers users three modes of input: gestures, spoken commands, and materials. We demonstrate Wizualization and its components using a motivating scenario on collaborative data analysis of pandemic data across time and space.","1941-0506","","10.1109/TVCG.2023.3326580","U.S. National Science Foundation(grant numbers:IIS-1908605); DSP Centre; ERDF; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10294315","Immersive analytics;situated analytics;ubiquitous analytics;gestural interaction;voice interaction","Data visualization;Three-dimensional displays;Grammar;X reality;Surveys;Rendering (computer graphics);Filtering","","","","82","IEEE","24 Oct 2023","","","IEEE","IEEE Journals"
"InnovationInsights: A Visual Analytics Approach for Understanding the Dual Frontiers of Science and Technology","Y. Wang; Y. Qian; X. Qi; N. Cao; D. Wang","The Center for Science of Science and Innovation, Northwestern University, USA; The Center for Science of Science and Innovation, Northwestern University, USA; Intelligent Big Data Visualization Lab, Tongji University, China; Intelligent Big Data Visualization Lab, Tongji University, China; The Center for Science of Science and Innovation, Northwestern University, USA","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","518","528","Science has long been viewed as a key driver of economic growth and rising standards of living. Knowledge about how scientific advances support marketplace inventions is therefore essential for understanding the role of science in propelling real-world applications and technological progress. The increasing availability of large-scale datasets tracing scientific publications and patented inventions and the complex interactions among them offers us new opportunities to explore the evolving dual frontiers of science and technology at an unprecedented level of scale and detail. However, we lack suitable visual analytics approaches to analyze such complex interactions effectively. Here we introduce InnovationInsights, an interactive visual analysis system for researchers, research institutions, and policymakers to explore the complex linkages between science and technology, and to identify critical innovations, inventors, and potential partners. The system first identifies important associations between scientific papers and patented inventions through a set of statistical measures introduced by our experts from the field of the Science of Science. A series of visualization views are then used to present these associations in the data context. In particular, we introduce the Interplay Graph to visualize patterns and insights derived from the data, helping users effectively navigate citation relationships between papers and patents. This visualization thereby helps them identify the origins of technical inventions and the impact of scientific research. We evaluate the system through two case studies with experts followed by expert interviews. We further engage a premier research institution to test-run the system, helping its institution leaders to extract new insights for innovation. Through both the case studies and the engagement project, we find that our system not only meets our original goals of design, allowing users to better identify the sources of technical inventions and to understand the broad impact of scientific research; it also goes beyond these purposes to enable an array of new applications for researchers and research institutions, ranging from identifying untapped innovation potential within an institution to forging new collaboration opportunities between science and industry.","1941-0506","","10.1109/TVCG.2023.3327387","Air Force Office of Scientific Research(grant numbers:FA9550-17-1-0089,FA9550-19-1-0354); Alfred P. Sloan Foundation(grant numbers:G-2019-12485); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10296058","Science of Science;Innovation;Academic Profiles;Patent Data;Publication Data;Visual Analytics","Data visualization;Patents;Technological innovation;Visual analytics;Collaboration;Stakeholders;Industries","","","","78","IEEE","25 Oct 2023","","","IEEE","IEEE Journals"
"LiberRoad: Probing into the Journey of Chinese Classics Through Visual Analytics","Y. Guo; Y. Luo; K. Lu; L. Li; H. Yang; X. Yuan","Key Laboratory of Machine Perception (Ministry of Education), School of AI, Peking University, China; Key Laboratory of Machine Perception (Ministry of Education), School of AI, Peking University, China; Key Laboratory of Machine Perception (Ministry of Education), School of AI, Peking University, China; Department of Chinese Language & Literature, Center for Ancient Chinese Classics & Archives, Peking University, China; Department of Chinese Language & Literature, Center for Ancient Chinese Classics & Archives, Peking University, China; Key Laboratory of Machine Perception (Ministry of Education), School of AI, Peking University, China","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","529","539","Books act as a crucial carrier of cultural dissemination in ancient times. This work involves joint efforts between visualization and humanities researchers, aiming at building a holistic view of the cultural exchange and integration between China and Japan brought about by the overseas circulation of Chinese classics. Book circulation data consist of uncertain spatiotemporal trajectories, with multiple dimensions, and movement across hierarchical spaces forms a compound network. LiberRoad visualizes the circulation of books collected in the Imperial Household Agency of Japan, and can be generalized to other book movement data. The LiberRoad system enables a smooth transition between three views (Location Graph, map, and timeline) according to the desired perspectives (spatial or temporal), as well as flexible filtering and selection. The Location Graph is a novel uncertainty-aware visualization method that employs improved circle packing to represent spatial hierarchy. The map view intuitively shows the overall circulation by clustering and allows zooming into single book trajectory with lenses magnifying local movements. The timeline view ranks dynamically in response to user interaction to facilitate the discovery of temporal events. The evaluation and feedback from the expert users demonstrate that LiberRoad is helpful in revealing movement patterns and comparing circulation characteristics of different times and spaces.","1941-0506","","10.1109/TVCG.2023.3326944","NSFC(grant numbers:62272012); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10294205","Visual analytics;digital humanities;spatial uncertainty;trajectory visualization;book movement;historical data","Trajectory;Cultural differences;Data visualization;Task analysis;History;Uncertainty;Visual analytics","","","","68","IEEE","24 Oct 2023","","","IEEE","IEEE Journals"
"Visualizing Historical Book Trade Data: An Iterative Design Study with Close Collaboration with Domain Experts","Y. Xing; C. Dondi; R. Borgo; A. Abdul-Rahman","King's College London, United Kingdom; University of Oxford, United Kingdom; King's College London, United Kingdom; King's College London, United Kingdom","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","540","550","The circulation of historical books has always been an area of interest for historians. However, the data used to represent the journey of a book across different places and times can be difficult for domain experts to digest due to buried geographical and chronological features within text-based presentations. This situation provides an opportunity for collaboration between visualization researchers and historians. This paper describes a design study where a variant of the Nine-Stage Framework [46] was employed to develop a Visual Analytics (VA) tool called DanteExploreVis. This tool was designed to aid domain experts in exploring, explaining, and presenting book trade data from multiple perspectives. We discuss the design choices made and how each panel in the interface meets the domain requirements. We also present the results of a qualitative evaluation conducted with domain experts. The main contributions of this paper include: 1) the development of a VA tool to support domain experts in exploring, explaining, and presenting book trade data; 2) a comprehensive documentation of the iterative design, development, and evaluation process following the variant Nine-Stage Framework; 3) a summary of the insights gained and lessons learned from this design study in the context of the humanities field; and 4) reflections on how our approach could be applied in a more generalizable way.","1941-0506","","10.1109/TVCG.2023.3326923","King's-China Scholarship Council PhD Scholarship programme (K-CSC); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10292899","Design study;application motivated visualization;geospatial data","Data visualization;Iterative methods;Collaboration;Usability;Task analysis;Trajectory;Printing","","","","59","IEEE","23 Oct 2023","","","IEEE","IEEE Journals"
"OldVisOnline: Curating a Dataset of Historical Visualizations","Y. Zhang; R. Jiang; L. Xie; Y. Zhao; C. Liu; T. Ding; S. Chen; X. Yuan","Department of Computer Science, University of Oxford, United Kingdom; Key Laboratory of Machine Perception (Ministry of Education), School of Intelligence Science and Technology, Peking University, China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, China; School of Data Science, Fudan University, China; Key Laboratory of Machine Perception (Ministry of Education), School of Intelligence Science and Technology, Peking University, China; Fundamental Software Innovation Lab, Huawei Technologies, China; School of Data Science, Fudan University, China; Key Laboratory of Machine Perception (Ministry of Education), School of Intelligence Science and Technology, Peking University, China","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","551","561","With the increasing adoption of digitization, more and more historical visualizations created hundreds of years ago are accessible in digital libraries online. It provides a unique opportunity for visualization and history research. Meanwhile, there is no large-scale digital collection dedicated to historical visualizations. The visualizations are scattered in various collections, which hinders retrieval. In this study, we curate the first large-scale dataset dedicated to historical visualizations. Our dataset comprises 13K historical visualization images with corresponding processed metadata from seven digital libraries. In curating the dataset, we propose a workflow to scrape and process heterogeneous metadata. We develop a semi-automatic labeling approach to distinguish visualizations from other artifacts. Our dataset can be accessed with OldVisOnline, a system we have built to browse and label historical visualizations. We discuss our vision of usage scenarios and research opportunities with our dataset, such as textual criticism for historical visualizations. Drawing upon our experience, we summarize recommendations for future efforts to improve our dataset.","1941-0506","","10.1109/TVCG.2023.3326908","NSFC(grant numbers:62272012); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10295430","Historical visualization;dataset;digital humanities;data labeling","Data visualization;Libraries;Metadata;History;Soft sensors;Search engines;Labeling","","","","91","IEEE","24 Oct 2023","","","IEEE","IEEE Journals"
"Calliope-Net: Automatic Generation of Graph Data Facts via Annotated Node-Link Diagrams","Q. Chen; N. Chen; W. Shuai; G. Wu; Z. Xu; H. Tong; N. Cao","Intelligent Big Data Visualization Lab, Tongji University, China; Intelligent Big Data Visualization Lab, Tongji University, China; Intelligent Big Data Visualization Lab, Tongji University, China; New York University, USA; University of Illinois at Urbana-Champaign, USA; University of Illinois at Urbana-Champaign, USA; Intelligent Big Data Visualization Lab, Tongji University, China","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","562","572","Graph or network data are widely studied in both data mining and visualization communities to review the relationship among different entities and groups. The data facts derived from graph visual analysis are important to help understand the social structures of complex data, especially for data journalism. However, it is challenging for data journalists to discover graph data facts and manually organize correlated facts around a meaningful topic due to the complexity of graph data and the difficulty to interpret graph narratives. Therefore, we present an automatic graph facts generation system, Calliope-Net, which consists of a fact discovery module, a fact organization module, and a visualization module. It creates annotated node-link diagrams with facts automatically discovered and organized from network data. A novel layout algorithm is designed to present meaningful and visually appealing annotated graphs. We evaluate the proposed system with two case studies and an in-lab user study. The results show that Calliope-Net can benefit users in discovering and understanding graph data facts with visually pleasing annotated visualizations.","1941-0506","","10.1109/TVCG.2023.3326925","NSFC(grant numbers:62002267,62072338,62061136003); NSF(grant numbers:23ZR1464700); Shanghai Education Development Foundation(grant numbers:21CGA75); Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10295417","Graph Data;Application Motivated Visualization;Automatic Visualization;Narrative Visualization;Authoring Tools","Data visualization;Annotations;Data mining;Visualization;Organizations;Layout;Interviews","","","","78","IEEE","24 Oct 2023","","","IEEE","IEEE Journals"
"Quantivine: A Visualization Approach for Large-Scale Quantum Circuit Representation and Analysis","Z. Wen; Y. Liu; S. Tan; J. Chen; M. Zhu; D. Han; J. Yin; M. Xu; W. Chen","State Key Lab of CAD&CG, Zhejiang University, China; State Key Lab of CAD&CG, Zhejiang University, China; Advanced Computing and System Laboratory, Zhejiang University, China; State Key Lab of CAD&CG, Zhejiang University, China; Zhejiang University, China; Hithink RoyalFlush Information Network Co. Ltd. Zhejiang, China; Advanced Computing and System Laboratory, Zhejiang University, China; State Key Lab of CAD&CG, Zhejiang University, China; State Key Lab of CAD&CG, Zhejiang University, China","IEEE Transactions on Visualization and Computer Graphics","25 Dec 2023","2024","30","1","573","583","Quantum computing is a rapidly evolving field that enables exponential speed-up over classical algorithms. At the heart of this revolutionary technology are quantum circuits, which serve as vital tools for implementing, analyzing, and optimizing quantum algorithms. Recent advancements in quantum computing and the increasing capability of quantum devices have led to the development of more complex quantum circuits. However, traditional quantum circuit diagrams suffer from scalability and readability issues, which limit the efficiency of analysis and optimization processes. In this research, we propose a novel visualization approach for large-scale quantum circuits by adopting semantic analysis to facilitate the comprehension of quantum circuits. We first exploit meta-data and semantic information extracted from the underlying code of quantum circuits to create component segmentations and pattern abstractions, allowing for easier wrangling of massive circuit diagrams. We then develop Quantivine, an interactive system for exploring and understanding quantum circuits. A series of novel circuit visualizations is designed to uncover contextual details such as qubit provenance, parallelism, and entanglement. The effectiveness of Quantivine is demonstrated through two usage scenarios of quantum circuits with up to 100 qubits and a formal user evaluation with quantum experts. A free copy of this paper and all supplemental materials are available at https://osf.io/2m9yh/?view_only=0aa1618c97244f5093cd7ce15f1431f9.","1941-0506","","10.1109/TVCG.2023.3327148","National Natural Science Foundation of China(grant numbers:62132017); Zhejiang Pioneer (Jianbing) Project(grant numbers:2023C01036); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10296051","Quantum circuit;semantic analysis;visual abstraction;context visualization","Quantum circuit;Visualization;Qubit;Semantics;Logic gates;Codes;Quantum algorithm","","","","83","IEEE","25 Oct 2023","","","IEEE","IEEE Journals"
